Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,SalePrice,MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Alley_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Neighborhood_Blueste,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosN,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gambrel,Roof Style_Hip,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Exter Qual_Fa,Exter Qual_Gd,Exter Cond_Fa,Exter Cond_Gd,Foundation_CBlock,Foundation_Wood,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_Po,Bsmt Qual_TA,Bsmt Cond_Fa,Bsmt Cond_Gd,Bsmt Cond_TA,Bsmt Exposure_Gd,Bsmt Exposure_Mn,Bsmt Exposure_No,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,Heating_GasW,Heating QC_Fa,Heating QC_Gd,Heating QC_TA,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_TA,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,Fireplace Qu_Fa,Fireplace Qu_Gd,Fireplace Qu_Po,Fireplace Qu_TA,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Finish_RFn,Garage Finish_Unf,Garage Qual_Gd,Garage Qual_TA,Garage Cond_Fa,Garage Cond_Gd,Garage Cond_Po,Garage Cond_TA,Paved Drive_P,Paved Drive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Family,Sale Condition_Normal
-1.7375498064517931,-0.887773914982604,0.2979832064178801,0.42663733783275515,1.7884051995211552,-1.0755592843359418,-0.5286422109290212,0.5133367862249077,0.42302609306567734,-0.7061959835765923,0.897521450448652,0.0,-1.1722701798439847,-0.4490108968703784,0.9180541559041517,0.0,0.4985740025736556,-0.8394519653632904,0.0,0.7236375060014841,1.224279469740096,0.30768106963800435,0.0,-0.24321289341911254,0.8117968092085492,0.1696612603408578,-0.08256116619,1.178406939403802,-0.21248222545286002,0.0,0.0,0.0,0.0,0.0,-1.177937153716487,0.13618255950909006,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.736353492039995,-0.8877738081941275,0.2979832064178801,0.7175918106395532,0.31812680076177313,-0.27002757773173175,0.9295864332440205,0.553917675533442,0.42302609306567734,-0.5159398579133188,0.42989544363433957,0.0,-0.7348913360208926,-0.4554903594960862,0.8622259823575541,0.0,0.43155865371310925,-0.8394519653632904,0.0,0.7236375060014841,1.224279469740096,0.30768106963800435,0.0,0.5564530285966699,0.8117968092085492,0.1696612603408578,-0.15831604428960103,2.6624484847440257,-0.16767807109349592,0.0,0.0,0.0,0.0,0.0,-0.0461796833483545,0.24014179422184972,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.7327645488046008,-0.887554891817179,2.1751448389386248,-2.119214299226728,-1.433458757884853,1.3410358354766883,-0.5286422109290212,0.43217500760783956,0.3202808190037556,-0.7061959835765923,1.8599897925162052,0.0,-0.5220492248556448,1.7118898888031804,-0.7834914813204134,0.0,0.4637260211661715,1.1820854206136129,0.0,0.7236375060014841,-0.8104385222223172,-1.2050841894155178,0.0,-1.042878815434895,0.8117968092085492,0.1696612603408578,0.7128650538558107,1.4290896328734344,2.430962881749622,0.0,0.0,0.0,0.0,0.0,-1.177937153716487,1.0012719055116974,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.7315682343928027,-0.887468927093548,0.2979832064178801,-0.5917033169910383,-0.6277064993747141,0.5355041288724783,-0.5286422109290212,0.594498564841976,0.47439873009663824,-0.7061959835765923,-1.0595799854779149,0.0,0.832187943986977,-0.23518863022202022,1.100102547903927,0.0,0.9676814445974801,-0.8394519653632904,0.0,0.7236375060014841,1.224279469740096,0.30768106963800435,0.0,0.5564530285966699,0.8117968092085492,0.1696612603408578,-0.3350774265220034,0.4564407822112606,0.36997178121887336,0.0,0.0,0.0,0.0,0.0,-0.0461796833483545,0.11947482535882512,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.7303719199810046,-0.8874642284005794,0.2979832064178801,0.49937595603445467,0.3265240294151237,-0.27002757773173175,-0.5286422109290212,0.3510132289907713,0.21753554494183389,-0.7061959835765923,-1.0595799854779149,0.0,0.29189643102903984,-0.9835665634912737,1.381670727530246,0.0,0.5682699653886238,-0.8394519653632904,0.0,0.7236375060014841,1.224279469740096,0.30768106963800435,0.0,0.5564530285966699,0.8117968092085492,0.1696612603408578,-0.34770323953860355,0.6269050137706107,0.9076216335312426,0.0,0.0,0.0,0.0,0.0,-0.8006846635937762,-0.1237155272728091,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.7279792911574083,-0.8874480499463805,0.2979832064178801,-0.3734874623859397,-0.2834201245873406,-0.27002757773173175,-0.5286422109290212,0.553917675533442,0.42302609306567734,-0.7061959835765923,-1.0595799854779149,0.0,0.35270846279053925,-0.8993335493570721,0.8573713585708934,0.0,0.05895331404847155,-0.8394519653632904,0.0,0.7236375060014841,1.224279469740096,0.30768106963800435,0.0,0.5564530285966699,0.8117968092085492,0.1696612603408578,-0.6444098454287076,-0.9473823012186808,0.7060029389141042,0.0,0.0,0.0,0.0,0.0,-0.4234321734710654,-0.04017685652148437,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.7267829767456102,-0.8873732980127883,-0.9534578819292828,1.22676213805145,0.3937018586419283,0.5355041288724783,-0.5286422109290212,0.229270561065169,0.012044996817990416,-0.7061959835765923,0.5164928523036567,0.0,0.058004001177119,0.7561691515112766,-0.7834914813204134,0.0,-0.27344281629983835,1.1820854206136129,0.0,-1.2776724715338705,1.224279469740096,-1.2050841894155178,0.0,-1.042878815434895,0.8117968092085492,0.1696612603408578,0.06894859000920205,0.977860784628096,-0.9741528495620498,0.0,0.0,0.0,0.0,0.0,-1.5551896438391979,-0.20539778311854884,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.7160161470394273,-0.8863695931215986,0.2979832064178801,-0.009794371377442051,-0.6277064993747141,0.5355041288724783,-0.5286422109290212,0.6350794541505101,0.5257713671275991,-0.7061959835765923,0.2591748379719715,0.0,-0.8354650808572186,-0.8183402665357242,1.3039967469436753,0.0,0.619201630522639,1.1820854206136129,0.0,0.7236375060014841,1.224279469740096,0.30768106963800435,0.0,0.5564530285966699,-0.9731477278090064,0.1696612603408578,1.0600749118123154,-0.9473823012186808,1.1764465596874272,0.0,0.0,0.0,0.0,0.0,-1.9324421339619087,0.6207068498667735,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.713623518215831,-0.8861868246439657,-0.9534578819292828,-0.009794371377442051,1.294877170031051,-1.0755592843359418,0.9295864332440205,-0.5417663357969792,0.9367524633752861,-0.7061959835765923,0.7564913849014784,0.0,-0.6881128500505085,0.03694880005770833,-0.7834914813204134,0.0,-0.9784442863127859,1.1820854206136129,0.0,-1.2776724715338705,1.224279469740096,0.30768106963800435,0.0,-0.24321289341911254,0.8117968092085492,0.1696612603408578,0.031071150959401536,-0.9473823012186808,-0.9741528495620498,0.0,0.0,0.0,0.0,0.0,-0.8006846635937762,-0.6063834027249075,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.6980714308624558,-0.8823970617935576,-0.9534578819292828,2.1723641746735436,0.8906651180356758,1.3410358354766883,-0.5286422109290212,0.9191456793102489,0.9367524633752861,1.196365273056143,1.954009836214321,0.0,-0.3559855996607809,2.0650206019042567,-0.7834914813204134,0.0,0.6996200491552946,1.1820854206136129,0.0,0.7236375060014841,-0.8104385222223172,0.30768106963800435,0.0,0.5564530285966699,0.8117968092085492,1.9021637457446188,1.7481817212170248,-0.9473823012186808,0.1459510094220528,0.0,0.0,0.0,0.0,0.0,-0.4234321734710654,2.291480264893268,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
